import time: self [us] | cumulative | imported package
import time:      1260 |       1260 |                                           sympy.polys.euclidtools
import time:      1101 |       1101 |                                           sympy.polys.sqfreetools
import time:      1432 |       1432 |                                           sympy.polys.factortools
import time:      1765 |       1765 |                                           sympy.polys.rootisolation
import time:      2329 |      12813 |                                         sympy.polys.polyclasses
import time:       963 |      13776 |                                       sympy.polys.domains.algebraicfield
import time:      1494 |       1494 |                                       sympy.polys.domains.gaussiandomains
import time:      1449 |       1449 |                                       sympy.polys.domains.realfield
import time:      1590 |       1590 |                                       sympy.polys.domains.complexfield
import time:       845 |        845 |                                         sympy.polys.domains.compositedomain
import time:      1027 |       1872 |                                       sympy.polys.domains.polynomialring
import time:       981 |        981 |                                       sympy.polys.domains.fractionfield
import time:      1058 |       1058 |                                       sympy.polys.domains.expressiondomain
import time:       901 |        901 |                                       sympy.polys.domains.expressionrawdomain
import time:       939 |        939 |                                         sympy.polys.domains.pythonintegerring
import time:       885 |       1824 |                                       sympy.polys.domains.pythonfinitefield
import time:       984 |        984 |                                         sympy.polys.domains.gmpyintegerring
import time:       830 |       1813 |                                       sympy.polys.domains.gmpyfinitefield
import time:       897 |        897 |                                       sympy.polys.domains.pythonrationalfield
import time:       963 |        963 |                                       sympy.polys.domains.gmpyrationalfield
import time:      1687 |      48824 |                                     sympy.polys.domains
import time:      1429 |      50253 |                                   sympy.polys.constructor
import time:       863 |        863 |                                   sympy.polys.fglmtools
import time:       986 |        986 |                                   sympy.polys.groebnertools
import time:       881 |        881 |                                   sympy.polys.rationaltools
import time:      3598 |      60733 |                                 sympy.polys.polytools
import time:      1358 |       1358 |                                         sympy.ntheory.primetest
import time:      1370 |       2727 |                                       sympy.ntheory.generate
import time:       764 |        764 |                                         sympy.ntheory.digits
import time:       848 |        848 |                                         sympy.ntheory.ecm
import time:      1663 |       3274 |                                       sympy.ntheory.factor_
import time:       906 |        906 |                                           sympy.ntheory.modular
import time:      1664 |       1664 |                                           sympy.utilities.memoization
import time:      1986 |       4556 |                                         sympy.ntheory.residue_ntheory
import time:       715 |       5270 |                                       sympy.ntheory.partitions_
import time:      1212 |       1212 |                                       sympy.ntheory.multinomial
import time:      1067 |       1067 |                                       sympy.ntheory.continued_fraction
import time:      1026 |       1026 |                                       sympy.ntheory.egyptian_fraction
import time:      1176 |       1176 |                                       sympy.ntheory.qs
import time:      1614 |      17364 |                                     sympy.ntheory
import time:      3598 |       3598 |                                       sympy.polys.compatibility
import time:      1049 |       1049 |                                       sympy.polys.heuristicgcd
import time:      1878 |       1878 |                                               sympy.printing.conventions
import time:      1279 |       1279 |                                               sympy.printing.precedence
import time:      1297 |       1297 |                                               sympy.printing.printer
import time:      2343 |       2343 |                                               sympy.printing.str
import time:       822 |        822 |                                                   sympy.core.alphabets
import time:     11612 |      12434 |                                                 sympy.printing.pretty.pretty_symbology
import time:      1856 |      14290 |                                               sympy.printing.pretty.stringpict
import time:      2356 |      23441 |                                             sympy.printing.pretty.pretty
import time:      1551 |      24992 |                                           sympy.printing.pretty
import time:      3380 |       3380 |                                           sympy.printing.latex
import time:      2155 |       2155 |                                           sympy.printing.mathml
import time:      1136 |       1136 |                                             sympy.printing.repr
import time:      1132 |       2268 |                                           sympy.printing.python
import time:      1322 |       1322 |                                                       sympy.functions.combinatorial
import time:      2043 |       3365 |                                                     sympy.functions.combinatorial.factorials
import time:      1199 |       1199 |                                                         sympy.functions.elementary
import time:      2012 |       2012 |                                                           sympy.functions.elementary.miscellaneous
import time:      1675 |       1675 |                                                           sympy.functions.elementary.piecewise
import time:      2494 |       6179 |                                                         sympy.functions.elementary.complexes
import time:      2439 |       9816 |                                                       sympy.functions.elementary.exponential
import time:      1360 |       1360 |                                                       sympy.polys.appellseqs
import time:      4761 |      15936 |                                                     sympy.functions.combinatorial.numbers
import time:      1837 |       1837 |                                                       sympy.functions.elementary.integers
import time:       964 |        964 |                                                       sympy.functions.elementary._trigonometric_special
import time:      4259 |       7059 |                                                     sympy.functions.elementary.trigonometric
import time:      3231 |       3231 |                                                     sympy.functions.elementary.hyperbolic
import time:      1190 |       1190 |                                                       sympy.functions.special
import time:      2735 |       2735 |                                                       sympy.functions.special.hyper
import time:      3409 |       7333 |                                                     sympy.functions.special.error_functions
import time:      1920 |       1920 |                                                       sympy.functions.special.zeta_functions
import time:      1653 |       3573 |                                                     sympy.functions.special.gamma_functions
import time:      1258 |       1258 |                                                     sympy.functions.special.tensor_functions
import time:      2142 |       2142 |                                                           sympy.polys.polyquinticconst
import time:      1591 |       3733 |                                                         sympy.polys.polyroots
import time:      1858 |       5590 |                                                       sympy.functions.special.delta_functions
import time:      1082 |       6672 |                                                     sympy.functions.special.singularity_functions
import time:      2766 |       2766 |                                                           sympy.sets.sets
import time:      2276 |       2276 |                                                           sympy.sets.fancysets
import time:       977 |        977 |                                                           sympy.sets.contains
import time:       989 |        989 |                                                           sympy.sets.conditionset
import time:      1173 |       1173 |                                                           sympy.sets.ordinals
import time:      1000 |       1000 |                                                           sympy.sets.powerset
import time:      1220 |       1220 |                                                             sympy.sets.handlers
import time:      2432 |       3651 |                                                           sympy.sets.handlers.comparison
import time:      1478 |      14307 |                                                         sympy.sets
import time:        28 |      14334 |                                                       sympy.sets.sets
import time:      1135 |      15469 |                                                     sympy.functions.special.bsplines
import time:       873 |        873 |                                                       sympy.polys.orthopolys
import time:      3187 |       4059 |                                                     sympy.functions.special.bessel
import time:      2252 |       2252 |                                                     sympy.functions.special.polynomials
import time:      1276 |       1276 |                                                     sympy.functions.special.spherical_harmonics
import time:      1274 |       1274 |                                                     sympy.functions.special.elliptic_integrals
import time:      1278 |       1278 |                                                     sympy.functions.special.beta_functions
import time:      1672 |       1672 |                                                     sympy.functions.special.mathieu_functions
import time:      1523 |      77225 |                                                   sympy.functions
import time:        29 |      77254 |                                                 sympy.functions.elementary
import time:        34 |      77287 |                                               sympy.functions.elementary.complexes
import time:      1711 |      78997 |                                             sympy.printing.codeprinter
import time:      1511 |      80508 |                                           sympy.printing.pycode
import time:      1361 |       1361 |                                             sympy.assumptions.relation.equality
import time:      1422 |       2782 |                                           sympy.printing.smtlib
import time:      1155 |       1155 |                                           sympy.printing.glsl
import time:       937 |        937 |                                           sympy.printing.rcode
import time:      1015 |       1015 |                                           sympy.printing.jscode
import time:      1171 |       1171 |                                           sympy.printing.julia
import time:      1334 |       1334 |                                           sympy.printing.mathematica
import time:      1733 |       1733 |                                           sympy.printing.octave
import time:      1051 |       1051 |                                             sympy.utilities.mathml
import time:       633 |       1683 |                                           sympy.printing.gtk
import time:       746 |        746 |                                           sympy.printing.preview
import time:       827 |        827 |                                           sympy.printing.tree
import time:       972 |        972 |                                           sympy.printing.tableform
import time:      1227 |       1227 |                                           sympy.printing.dot
import time:      1413 |       1413 |                                           sympy.printing.maple
import time:      2589 |     132880 |                                         sympy.printing
import time:       704 |     133583 |                                       sympy.printing.defaults
import time:       994 |        994 |                                       sympy.utilities.magic
import time:     77429 |     216651 |                                     sympy.polys.rings
import time:       939 |     234953 |                                   sympy.polys.specialpolys
import time:      1032 |     235985 |                                 sympy.polys.polyfuncs
import time:      1109 |       1109 |                                       sympy.polys.puiseux
import time:      1905 |       3013 |                                     sympy.polys.ring_series
import time:      2419 |       2419 |                                     sympy.polys.rootoftools
import time:      1860 |       7291 |                                   sympy.polys.numberfields.minpoly
import time:      1516 |       1516 |                                   sympy.polys.numberfields.subfield
import time:      1390 |       1390 |                                           sympy.polys.matrices.exceptions
import time:      1138 |       1138 |                                           sympy.polys.matrices.domainscalar
import time:      1112 |       1112 |                                               sympy.polys.matrices._typing
import time:      1686 |       2797 |                                             sympy.polys.matrices.dense
import time:      1008 |       1008 |                                             sympy.polys.matrices.lll
import time:      2347 |       2347 |                                             sympy.polys.matrices.sdm
import time:      1704 |       1704 |                                             sympy.polys.matrices.dfm
import time:      2478 |      10333 |                                           sympy.polys.matrices.ddm
import time:      2608 |       2608 |                                           sympy.polys.matrices.rref
import time:      2297 |      17764 |                                         sympy.polys.matrices.domainmatrix
import time:      1649 |      19413 |                                       sympy.polys.matrices
import time:        53 |      19466 |                                     sympy.polys.matrices.exceptions
import time:      2378 |       2378 |                                       sympy.printing.numpy
import time:      1702 |       4080 |                                     sympy.printing.lambdarepr
import time:       975 |      24520 |                                   sympy.polys.numberfields.utilities
import time:      1620 |       1620 |                                       sympy.polys.matrices.normalforms
import time:      1456 |       1456 |                                       sympy.polys.numberfields.exceptions
import time:      3513 |       6588 |                                     sympy.polys.numberfields.modules
import time:      1619 |       8207 |                                   sympy.polys.numberfields.basis
import time:      1425 |       1425 |                                   sympy.polys.numberfields.primes
import time:      1402 |       1402 |                                     sympy.polys.numberfields.galois_resolvents
import time:      1470 |       2871 |                                   sympy.polys.numberfields.galoisgroups
import time:      2532 |      48358 |                                 sympy.polys.numberfields
import time:      1537 |       1537 |                                     sympy.matrices.exceptions
import time:       996 |        996 |                                     sympy.matrices.kind
import time:      1908 |       1908 |                                         sympy.matrices.utilities
import time:      1421 |       1421 |                                         sympy.matrices.determinant
import time:      2419 |       5747 |                                       sympy.matrices.decompositions
import time:      1628 |       1628 |                                             sympy.tensor.indexed
import time:      1039 |       1039 |                                             sympy.tensor.index_methods
import time:       953 |        953 |                                             sympy.tensor.functions
import time:      1084 |       1084 |                                                   sympy.tensor.array.ndim_array
import time:      1050 |       2134 |                                                 sympy.tensor.array.mutable_ndim_array
import time:      1407 |       3541 |                                               sympy.tensor.array.dense_ndim_array
import time:      1036 |       1036 |                                               sympy.tensor.array.sparse_ndim_array
import time:       906 |        906 |                                               sympy.tensor.array.arrayop
import time:      1082 |       1082 |                                               sympy.tensor.array.array_comprehension
import time:      1540 |       8102 |                                             sympy.tensor.array
import time:      1414 |      13135 |                                           sympy.tensor
import time:        31 |      13165 |                                         sympy.tensor.array
import time:       894 |        894 |                                         sympy.matrices.reductions
import time:       971 |        971 |                                                       sympy.polys.agca.ideals
import time:      1311 |       2281 |                                                     sympy.polys.agca.modules
import time:      1310 |       3591 |                                                   sympy.polys.agca.homomorphisms
import time:      1146 |       4737 |                                                 sympy.polys.agca
import time:      1078 |       5814 |                                               sympy.polys.agca.extensions
import time:       897 |       6711 |                                             sympy.polys.matrices.eigen
import time:      1123 |       7834 |                                           sympy.matrices.eigen
import time:       989 |       8822 |                                         sympy.matrices.solvers
import time:       950 |        950 |                                         sympy.matrices.inverse
import time:      1004 |       1004 |                                         sympy.matrices.subspaces
import time:       844 |        844 |                                         sympy.matrices.graph
import time:      3563 |      29240 |                                       sympy.matrices.matrixbase
import time:      1347 |       1347 |                                       sympy.matrices.repmatrix
import time:      1219 |      37552 |                                     sympy.matrices.dense
import time:       958 |        958 |                                     sympy.matrices.sparse
import time:       858 |        858 |                                     sympy.matrices.sparsetools
import time:      1492 |       1492 |                                                   sympy.strategies.util
import time:       967 |       2458 |                                                 sympy.strategies.rl
import time:       763 |        763 |                                                   sympy.strategies.core
import time:       849 |       1611 |                                                 sympy.strategies.traverse
import time:       711 |        711 |                                                 sympy.strategies.tools
import time:       631 |        631 |                                                     sympy.strategies.branch.core
import time:       965 |       1596 |                                                   sympy.strategies.branch.traverse
import time:       761 |        761 |                                                   sympy.strategies.branch.tools
import time:      1634 |       3989 |                                                 sympy.strategies.branch
import time:      1361 |      10129 |                                               sympy.strategies
import time:       762 |        762 |                                               sympy.matrices.expressions._shape
import time:      1234 |       1234 |                                                   sympy.matrices.expressions.special
import time:      1118 |       2352 |                                                 sympy.matrices.expressions.matpow
import time:       926 |       3277 |                                               sympy.matrices.expressions.inverse
import time:      1160 |       1160 |                                               sympy.matrices.expressions.transpose
import time:      1133 |       1133 |                                               sympy.matrices.expressions.permutation
import time:      1439 |      17897 |                                             sympy.matrices.expressions.matmul
import time:       999 |        999 |                                             sympy.matrices.expressions.matadd
import time:      1876 |       1876 |                                             sympy.matrices.expressions.determinant
import time:      2663 |      23433 |                                           sympy.matrices.expressions.matexpr
import time:      1402 |      24835 |                                         sympy.matrices.expressions.slice
import time:      1182 |       1182 |                                           sympy.matrices.expressions.trace
import time:      2037 |       3218 |                                         sympy.matrices.expressions.blockmatrix
import time:       927 |        927 |                                         sympy.matrices.expressions.companion
import time:      1197 |       1197 |                                         sympy.matrices.expressions.funcmatrix
import time:      1050 |       1050 |                                         sympy.matrices.expressions.adjoint
import time:      1404 |       1404 |                                         sympy.matrices.expressions.hadamard
import time:      1572 |       1572 |                                         sympy.matrices.expressions.diagonal
import time:      1479 |       1479 |                                         sympy.matrices.expressions.dotproduct
import time:      1125 |       1125 |                                         sympy.matrices.expressions.kronecker
import time:       812 |        812 |                                         sympy.matrices.expressions.sets
import time:      1592 |      39206 |                                       sympy.matrices.expressions
import time:      1575 |      40780 |                                     sympy.matrices.immutable
import time:      2602 |      85282 |                                   sympy.matrices
import time:      1543 |      86824 |                                 sympy.polys.partfrac
import time:      1328 |       1328 |                                 sympy.polys.fields
import time:      1749 |     434975 |                               sympy.polys
import time:      1506 |       1506 |                                 sympy.series.order
import time:      1117 |       1117 |                                       sympy.calculus.euler
import time:       952 |        952 |                                       sympy.calculus.singularities
import time:       801 |        801 |                                       sympy.calculus.finite_diff
import time:      1296 |       1296 |                                         sympy.calculus.accumulationbounds
import time:      1086 |       2381 |                                       sympy.calculus.util
import time:      1335 |       6584 |                                     sympy.calculus
import time:        39 |       6622 |                                   sympy.calculus.accumulationbounds
import time:      1189 |       1189 |                                   sympy.series.gruntz
import time:      1463 |       9273 |                                 sympy.series.limits
import time:      1201 |       1201 |                                 sympy.series.series
import time:       934 |        934 |                                 sympy.series.approximants
import time:       797 |        797 |                                 sympy.series.residues
import time:      1855 |       1855 |                                 sympy.series.sequences
import time:       858 |        858 |                                   sympy.series.series_class
import time:      1594 |       2452 |                                 sympy.series.fourier
import time:      1301 |       1301 |                                       sympy.discrete.transforms
import time:       906 |        906 |                                       sympy.discrete.convolutions
import time:      1643 |       3850 |                                     sympy.discrete
import time:       112 |       3962 |                                   sympy.discrete.convolutions
import time:      1992 |       5953 |                                 sympy.series.formal
import time:       971 |        971 |                                 sympy.series.limitseq
import time:      1852 |      26791 |                               sympy.series
import time:      1270 |       1270 |                                     sympy.concrete.expr_with_limits
import time:      1281 |       2550 |                                   sympy.concrete.expr_with_intlimits
import time:       982 |        982 |                                     sympy.concrete.gosper
import time:       943 |        943 |                                           sympy.integrals.rationaltools
import time:      1001 |       1001 |                                           sympy.integrals.deltafunctions
import time:      1825 |       1825 |                                           sympy.integrals.meijerint
import time:       932 |        932 |                                           sympy.integrals.trigonometry
import time:      1781 |       6480 |                                         sympy.integrals.integrals
import time:       676 |        676 |                                                 sympy.polys.domainmatrix
import time:       939 |       1614 |                                               sympy.polys.solvers
import time:      1381 |       2995 |                                             sympy.polys.matrices.linsolve
import time:      2587 |       5581 |                                           sympy.integrals.laplace
import time:      2285 |       7866 |                                         sympy.integrals.transforms
import time:       782 |        782 |                                         sympy.integrals.singularityfunctions
import time:      1504 |      16630 |                                       sympy.integrals
import time:        32 |      16661 |                                     sympy.integrals.integrals
import time:      1725 |      19367 |                                   sympy.concrete.summations
import time:      1465 |      23381 |                                 sympy.concrete.products
import time:      1202 |      24582 |                               sympy.concrete
import time:      1573 |       1573 |                                     sympy.simplify.gammasimp
import time:      1478 |       3051 |                                   sympy.simplify.combsimp
import time:       883 |        883 |                                   sympy.simplify.cse_opts
import time:      1372 |       1372 |                                     sympy.simplify.powsimp
import time:      2120 |       3492 |                                   sympy.simplify.hyperexpand
import time:      1090 |       1090 |                                     sympy.simplify.sqrtdenest
import time:      1289 |       2378 |                                   sympy.simplify.radsimp
import time:      2177 |       2177 |                                     sympy.simplify.cse_main
import time:      1138 |       1138 |                                     sympy.strategies.tree
import time:      1470 |       4785 |                                   sympy.simplify.trigsimp
import time:      1809 |      16395 |                                 sympy.simplify.simplify
import time:      1283 |       1283 |                                 sympy.simplify.fu
import time:      1082 |       1082 |                                 sympy.simplify.epathtools
import time:       992 |        992 |                                 sympy.simplify.ratsimp
import time:      1469 |      21220 |                               sympy.simplify
import time:      1638 |       1638 |                                   sympy.solvers.polysys
import time:      1579 |       1579 |                                   sympy.solvers.bivariate
import time:      2686 |       5902 |                                 sympy.solvers.solvers
import time:      2987 |       2987 |                                       sympy.solvers.solveset
import time:      2870 |       5856 |                                     sympy.solvers.diophantine.diophantine
import time:      1381 |       7237 |                                   sympy.solvers.diophantine
import time:        71 |       7307 |                                 sympy.solvers.diophantine.diophantine
import time:      1263 |       1263 |                                 sympy.solvers.recurr
import time:      1465 |       1465 |                                     sympy.solvers.deutils
import time:      1177 |       1177 |                                       sympy.solvers.ode.riccati
import time:      1027 |       1027 |                                       sympy.solvers.ode.hypergeometric
import time:      1001 |       1001 |                                         sympy.solvers.ode.subscheck
import time:       999 |       1999 |                                       sympy.solvers.ode.nonhomogeneous
import time:      1276 |       1276 |                                         sympy.solvers.pde
import time:      1200 |       2476 |                                       sympy.solvers.ode.lie_group
import time:      2153 |       8830 |                                     sympy.solvers.ode.single
import time:      3108 |      13402 |                                   sympy.solvers.ode.ode
import time:      1493 |       1493 |                                   sympy.solvers.ode.systems
import time:      1315 |      16209 |                                 sympy.solvers.ode
import time:      1253 |       1253 |                                 sympy.solvers.inequalities
import time:      1218 |       1218 |                                 sympy.solvers.decompogen
import time:      1125 |       1125 |                                 sympy.solvers.simplex
import time:      2046 |      36319 |                               sympy.solvers
import time:      1107 |       1107 |                                   sympy.geometry.exceptions
import time:      5311 |       5311 |                                     sympy.sets.handlers.intersection
import time:      3260 |       3260 |                                     sympy.sets.handlers.union
import time:      2400 |      10970 |                                   sympy.geometry.entity
import time:      2015 |      14091 |                                 sympy.geometry.point
import time:      1489 |       1489 |                                   sympy.geometry.util
import time:      2971 |       4460 |                                 sympy.geometry.line
import time:      1593 |       1593 |                                 sympy.geometry.plane
import time:      2249 |       2249 |                                   sympy.geometry.polygon
import time:      2047 |       4296 |                                 sympy.geometry.ellipse
import time:      1222 |       1222 |                                 sympy.geometry.curve
import time:      1198 |       1198 |                                 sympy.geometry.parabola
import time:      1881 |      28738 |                               sympy.geometry
import time:      1776 |       1776 |                                 sympy.parsing.sympy_parser
import time:      1962 |       3737 |                               sympy.parsing
import time:      1790 |       1790 |                                 sympy.algebras.quaternion
import time:      1318 |       3108 |                               sympy.algebras
import time:      1130 |       1130 |                                     sympy.plotting.backends
import time:      1150 |       1150 |                                       sympy.plotting.utils
import time:      1086 |       1086 |                                           sympy.plotting.intervalmath.interval_membership
import time:      1307 |       2393 |                                         sympy.plotting.intervalmath.interval_arithmetic
import time:       985 |        985 |                                         sympy.plotting.intervalmath.lib_interval
import time:      1781 |       5158 |                                       sympy.plotting.intervalmath
import time:      2106 |       8414 |                                     sympy.plotting.series
import time:      1242 |      10785 |                                   sympy.plotting.backends.base_backend
import time:      1406 |       1406 |                                     sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       864 |       2269 |                                   sympy.plotting.backends.matplotlibbackend
import time:       828 |        828 |                                       sympy.plotting.textplot
import time:      1181 |       2009 |                                     sympy.plotting.backends.textbackend.text
import time:       831 |       2839 |                                   sympy.plotting.backends.textbackend
import time:       924 |        924 |                                   sympy.plotting.plotgrid
import time:      1509 |      18323 |                                 sympy.plotting.plot
import time:       805 |        805 |                                 sympy.plotting.plot_implicit
import time:      1400 |       1400 |                                 sympy.plotting.pygletplot
import time:      1513 |      22039 |                               sympy.plotting
import time:      1386 |       1386 |                                 sympy.interactive.printing
import time:      1065 |       1065 |                                 sympy.interactive.session
import time:      1019 |       1019 |                                 sympy.interactive.traversal
import time:      1311 |       4779 |                               sympy.interactive
import time:      2757 |     771762 |                             sympy
import time:      2392 |       2392 |                             torch.fx.experimental.recording
import time:      1429 |       1429 |                               torch.utils._sympy
import time:      1825 |       1825 |                               torch.utils._sympy.numbers
import time:      6848 |      10102 |                             torch.utils._sympy.functions
import time:      2050 |       2050 |                             torch.utils._sympy.printers
import time:      1943 |       1943 |                             torch.utils._sympy.singleton_int
import time:       990 |        990 |                             torch.utils._sympy.solve
import time:       895 |        895 |                             torch.utils._sympy.symbol
import time:      1473 |       1473 |                               torch.utils._sympy.interp
import time:      2619 |       4092 |                             torch.utils._sympy.value_ranges
import time:     14120 |     808341 |                           torch.fx.experimental.symbolic_shapes
import time:      2131 |     811496 |                         torch.distributed.tensor._ops._tensor_ops
import time:      3844 |       3844 |                         torch.distributed.tensor._ops._view_ops
import time:      3183 |     937939 |                       torch.distributed.tensor._ops
import time:      2210 |     940149 |                     torch.distributed.tensor
import time:      2543 |     951938 |                   transformers.model_debugging_utils
import time:      5200 |   16726560 |                 transformers.utils.generic
import time:      5474 |   16747317 |               transformers.utils.auto_docstring
import time:      1705 |       1705 |                   jinja2.bccache
import time:      2530 |       2530 |                       markupsafe._speedups
import time:      2848 |       5377 |                     markupsafe
import time:      3242 |       3242 |                       jinja2.utils
import time:      3806 |       7048 |                     jinja2.nodes
import time:      1278 |       1278 |                       jinja2.exceptions
import time:       663 |        663 |                         jinja2.visitor
import time:      1097 |       1760 |                       jinja2.idtracking
import time:       792 |        792 |                       jinja2.optimizer
import time:      3374 |       7203 |                     jinja2.compiler
import time:       883 |        883 |                         jinja2.async_utils
import time:      2064 |       2064 |                         jinja2.runtime
import time:      1957 |       4903 |                       jinja2.filters
import time:      1246 |       1246 |                       jinja2.tests
import time:       825 |       6973 |                     jinja2.defaults
import time:      1174 |       1174 |                       jinja2._identifier
import time:      2168 |       3341 |                     jinja2.lexer
import time:      1648 |       1648 |                     jinja2.parser
import time:      2485 |      34072 |                   jinja2.environment
import time:      1242 |       1242 |                   jinja2.loaders
import time:      1798 |      38815 |                 jinja2
import time:      1608 |       1608 |                 jinja2.ext
import time:       812 |        812 |                 jinja2.meta
import time:       997 |        997 |                 jinja2.sandbox
import time:      1917 |       1917 |                     PIL._version
import time:      1670 |       3587 |                   PIL
import time:      3671 |       3671 |                   PIL.ExifTags
import time:      1472 |       1472 |                   PIL.ImageMode
import time:      1910 |       1910 |                   PIL.TiffTags
import time:       893 |        893 |                   PIL._binary
import time:      1195 |       1195 |                   PIL._deprecate
import time:       878 |        878 |                   PIL._util
import time:       920 |        920 |                         xml.parsers
import time:      4452 |       4452 |                         pyexpat
import time:       920 |       6292 |                       xml.parsers.expat
import time:       969 |       7260 |                     defusedxml.common
import time:      1620 |       8880 |                   defusedxml
import time:      1252 |       1252 |                       xml.etree
import time:      1340 |       1340 |                       xml.etree.ElementPath
import time:      4204 |       4204 |                       _elementtree
import time:      1731 |       8527 |                     xml.etree.ElementTree
import time:         6 |          6 |                     _elementtree
import time:      2341 |      10872 |                   defusedxml.ElementTree
import time:      5393 |       5393 |                   PIL._imaging
import time:      3898 |      42646 |                 PIL.Image
import time:      2807 |      87683 |               transformers.utils.chat_template_utils
import time:       806 |        806 |               transformers.utils.constants
import time:      2819 |       2819 |                 huggingface_hub._local_folder
import time:       787 |        787 |                   huggingface_hub.utils.insecure_hashlib
import time:       836 |       1622 |                 huggingface_hub.utils.sha
import time:      1868 |       1868 |                     httpcore._models
import time:       674 |        674 |                             httpcore._backends
import time:      1171 |       1171 |                             httpcore._exceptions
import time:       791 |        791 |                             httpcore._utils
import time:       964 |        964 |                             httpcore._backends.base
import time:      1308 |       4906 |                           httpcore._backends.sync
import time:       718 |        718 |                           httpcore._ssl
import time:       420 |        420 |                             trio
import time:       943 |       1363 |                           httpcore._synchronization
import time:       720 |        720 |                           httpcore._trace
import time:       687 |        687 |                                   h11._abnf
import time:      1113 |       1113 |                                     h11._util
import time:      1359 |       2471 |                                   h11._headers
import time:      3478 |       6636 |                                 h11._events
import time:       836 |        836 |                                   h11._receivebuffer
import time:      1182 |       1182 |                                   h11._state
import time:      1743 |       3760 |                                 h11._readers
import time:      1008 |       1008 |                                 h11._writers
import time:      1414 |      12816 |                               h11._connection
import time:       587 |        587 |                               h11._version
import time:      1637 |      15040 |                             h11
import time:       923 |        923 |                             httpcore._sync.interfaces
import time:      1230 |      17192 |                           httpcore._sync.http11
import time:      1130 |      26028 |                         httpcore._sync.connection
import time:       878 |        878 |                         httpcore._sync.connection_pool
import time:       911 |        911 |                         httpcore._sync.http_proxy
import time:       439 |        439 |                             h2
import time:        34 |        473 |                           h2.config
import time:      1041 |       1514 |                         httpcore._sync.http2
import time:       366 |        366 |                           socksio
import time:       900 |       1265 |                         httpcore._sync.socks_proxy
import time:       908 |      31501 |                       httpcore._sync
import time:        33 |      31534 |                     httpcore._sync.connection_pool
import time:      1076 |      34477 |                   httpcore._api
import time:       658 |        658 |                       httpcore._backends.auto
import time:       914 |        914 |                         httpcore._async.interfaces
import time:       975 |       1889 |                       httpcore._async.http11
import time:      1154 |       3700 |                     httpcore._async.connection
import time:       898 |        898 |                     httpcore._async.connection_pool
import time:       890 |        890 |                     httpcore._async.http_proxy
import time:       343 |        343 |                         h2
import time:        36 |        378 |                       h2.config
import time:       899 |       1277 |                     httpcore._async.http2
import time:       335 |        335 |                       socksio
